Title,Year,Type,Genres,Platform,Rating,Language
Dharma Story 29,2021,TV Series,"Fantasy, Crime",SonyLIV,5.4,Telugu
Veedu Forever 74,1991,TV Series,"Fantasy, Thriller",Apple TV+,7.1,Malayalam
Dharma Part 2 3,2004,TV Series,Horror,Planet Marathi,7.2,Telugu
Simha Forever 39,2015,Movie,Crime,Hulu,4.9,Kannada
Yuddham Returns 39,1991,TV Series,Horror,SonyLIV,8.8,Telugu
Thalaiva Legacy 33,2008,Movie,"Mystery, Comedy, Drama",Planet Marathi,8.1,Tamil
Safar Forever 19,2009,Movie,Animation,HBO Max,8.1,Hindi
Dost Story 55,2026,TV Series,Comedy,Planet Marathi,0.0,Hindi
Simham Rebirth 8,2024,TV Series,"History, Comedy, Horror",Planet Marathi,6.7,Telugu
Pushpa Story 55,1993,Movie,"Romance, Sci-Fi, Mystery",SonyLIV,4.5,Telugu
Katha Legacy 96,1991,TV Series,"Horror, Fantasy",Theatrical,4.7,Marathi
Secret Legacy 17,2018,TV Series,"Fantasy, Biography, Comedy",SonyLIV,4.2,English
Yathra Evolution 3,2002,TV Series,"Mystery, Thriller",Theatrical,5.5,Malayalam
Lost in Rebirth 86,1999,Movie,"Thriller, Mystery",SonyLIV,4.9,English
Prem Returns 36,2001,TV Series,"Romance, Crime, Mystery",Disney+,6.1,Hindi
Zindagi Forever 86,1999,Movie,"Animation, History",HBO Max,8.1,Hindi
Simha Story 100,2001,TV Series,Mystery,Hulu,7.5,Kannada
Secret Part 2 2,2021,TV Series,Sci-Fi,SonyLIV,4.1,English
Empire of Story 67,1991,TV Series,"Mystery, Horror",Apple TV+,5.9,English
Baba Legacy 69,2013,TV Series,"Action, Biography, Comedy",Disney+,9.3,Marathi
Prem Returns 55,2007,TV Series,"Comedy, Crime, Thriller",Hulu,5.8,Hindi
Beyond the Chronicles 66,1993,TV Series,"Fantasy, Comedy",Netflix,4.7,English
Goshta Part 2 58,1990,TV Series,"Comedy, Mystery",MX Player,4.8,Marathi
Jung Evolution 67,1992,TV Series,Fantasy,Hulu,4.2,Hindi
Sarkar Story 21,2025,Movie,"Sci-Fi, Mystery",SonyLIV,0.0,Tamil
Achanum Evolution 100,2006,Movie,"Horror, Drama",MX Player,5.7,Malayalam
Dost Legacy 70,2017,Movie,"Animation, Thriller",HBO Max,6.2,Hindi
Empire of Rebirth 74,1992,Movie,History,HBO Max,6.3,English
Veedu Forever 79,2025,Movie,"History, Sci-Fi, Crime",Amazon Prime,0.0,Malayalam
Puli Evolution 37,2000,Movie,Comedy,SonyLIV,9.2,Tamil
Goshta Part 2 38,2002,Movie,Crime,HBO Max,5.4,Marathi
Achanum Returns 13,2023,TV Series,Drama,Planet Marathi,5.4,Malayalam
Premam Part 2 24,2006,TV Series,"Animation, Sci-Fi, Mystery",Planet Marathi,7.9,Malayalam
Journey to Legacy 67,2019,TV Series,Biography,Apple TV+,7.9,English
Yuddham Forever 90,1990,Movie,Thriller,Theatrical,7.7,Telugu
Kantara Origin 37,1998,TV Series,"Mystery, Horror, Action",Disney+,8.6,Kannada
Thalaiva Returns 54,1992,Movie,"History, Mystery, Fantasy",Theatrical,6.0,Tamil
Ammayum Story 57,2016,TV Series,"Crime, Mystery, Drama",SonyLIV,5.8,Malayalam
Shadow of Forever 39,2006,TV Series,"Horror, Crime",HBO Max,7.3,English
Pranayam Legacy 54,2000,TV Series,"Romance, Thriller, Comedy",Planet Marathi,5.7,Malayalam
Legacy of Rebirth 38,2011,Movie,"Sci-Fi, Action",Disney+,7.5,English
Kantara Legacy 39,1999,TV Series,"Romance, Drama",HBO Max,4.7,Kannada
Katha Origin 82,2012,Movie,"Thriller, History",Netflix,6.1,Marathi
Orma Chronicles 7,1995,Movie,"Animation, History",Planet Marathi,5.9,Malayalam
Singam Part 1 29,2001,TV Series,"Thriller, History, Horror",HBO Max,4.0,Tamil
Nayakan Origin 75,1999,TV Series,"Comedy, Thriller, Drama",MX Player,7.9,Tamil
Vat Origin 18,1997,TV Series,Thriller,Amazon Prime,7.8,Marathi
Vat Story 82,1998,TV Series,Romance,Disney+,9.0,Marathi
Vat Legacy 24,1999,TV Series,"Mystery, Thriller, Drama",Amazon Prime,4.2,Marathi
Pranayam Evolution 10,2000,Movie,"Animation, Comedy",Netflix,5.1,Malayalam
War for Part 1 23,2016,TV Series,History,Amazon Prime,8.6,English
Zindagi Returns 16,2011,Movie,"Crime, Biography",Theatrical,4.8,Hindi
Ammayum Legacy 70,2001,Movie,Thriller,SonyLIV,5.6,Malayalam
Lost in Part 1 34,1994,TV Series,"Animation, Horror, Fantasy",Disney+,6.3,English
Sankranti Origin 58,2017,TV Series,Romance,Theatrical,8.0,Kannada
Simham Forever 18,2012,Movie,Action,Planet Marathi,6.3,Telugu
Journey to Story 90,2022,Movie,"Drama, Mystery",Planet Marathi,7.3,English
Asuran Evolution 89,2025,Movie,Drama,SonyLIV,0.0,Tamil
Premachi Returns 19,2011,TV Series,"Animation, Comedy",Planet Marathi,8.9,Marathi
Safar Returns 60,2007,Movie,Mystery,MX Player,7.7,Hindi
Prema Legacy 100,2002,Movie,"Fantasy, Action",Theatrical,5.3,Telugu
Raja Returns 79,2014,Movie,"Sci-Fi, Biography",Theatrical,4.6,Kannada
Yuddham Evolution 89,1991,Movie,"Comedy, Action, Horror",Disney+,6.7,Telugu
Sankranthi Story 68,1990,TV Series,"Drama, Biography",Hulu,5.3,Telugu
Journey to Part 1 83,2015,Movie,"Horror, Biography",Theatrical,5.2,English
Jung Forever 81,1997,TV Series,Fantasy,Theatrical,4.7,Hindi
Secret Forever 41,2003,Movie,Romance,MX Player,5.8,English
Prem Forever 42,2025,Movie,"Romance, Comedy, Thriller",HBO Max,0.0,Hindi
Raaz Story 87,2024,Movie,"Fantasy, Thriller, Horror",HBO Max,8.8,Hindi
Sarkar Legacy 2,1999,Movie,Mystery,SonyLIV,4.3,Tamil
Nayakan Story 77,2016,Movie,Horror,HBO Max,7.2,Tamil
Yaara Part 1 98,1996,TV Series,Thriller,Netflix,6.1,Hindi
Asuran Evolution 25,2022,Movie,"Biography, Action",Theatrical,5.5,Tamil
Kahaani Legacy 21,2010,Movie,"Mystery, Crime",Amazon Prime,4.6,Hindi
Simham Story 68,2016,TV Series,"History, Animation",Hulu,6.3,Telugu
Safar Part 2 63,2020,Movie,"Comedy, Romance",Planet Marathi,7.5,Hindi
Ammayum Part 1 94,2022,TV Series,Drama,Apple TV+,9.4,Malayalam
Yuddha Part 2 62,2019,Movie,Drama,Theatrical,7.0,Kannada
Ladhai Part 1 48,2022,TV Series,Fantasy,Planet Marathi,8.7,Marathi
Pushpa Chronicles 71,2008,TV Series,"Action, Thriller, Biography",Theatrical,8.4,Telugu
Empire of Rebirth 50,2016,Movie,"Sci-Fi, Thriller",Disney+,4.4,English
Pushpa Origin 31,1999,TV Series,"Comedy, Sci-Fi",HBO Max,7.1,Telugu
Puli Rebirth 68,2001,TV Series,"Action, Thriller, Sci-Fi",Netflix,7.7,Tamil
Swapna Legacy 77,1991,TV Series,"History, Animation, Mystery",Netflix,6.1,Marathi
Safar Legacy 77,1996,Movie,Crime,SonyLIV,6.3,Hindi
Vat Legacy 75,2018,TV Series,"Sci-Fi, Comedy, Animation",HBO Max,4.7,Marathi
Yaara Legacy 45,2019,TV Series,"Drama, History, Crime",Hulu,6.0,Hindi
Veedu Part 2 64,2006,TV Series,Romance,SonyLIV,5.9,Malayalam
Dil Story 23,2001,Movie,"Thriller, Fantasy",Disney+,8.6,Hindi
Ladhai Evolution 86,2024,Movie,Animation,SonyLIV,4.2,Marathi
Simham Story 8,2013,TV Series,"Romance, Action, Crime",Theatrical,7.5,Telugu
Achanum Story 39,1999,TV Series,"Romance, Thriller, Mystery",Disney+,5.9,Malayalam
Yuddha Part 2 24,2016,TV Series,Romance,Amazon Prime,7.2,Kannada
KGF Evolution 63,2016,Movie,Animation,HBO Max,9.2,Kannada
Asuran Story 69,1996,Movie,"Drama, Mystery, Fantasy",Amazon Prime,9.1,Tamil
Baba Part 1 59,2008,Movie,"Drama, Horror",Apple TV+,6.9,Marathi
Empire of Rebirth 40,2014,Movie,"Comedy, Animation, Horror",Apple TV+,8.1,English
Dharma Chronicles 91,2013,Movie,"Horror, Drama",Apple TV+,5.7,Telugu
Ammayum Forever 50,2019,Movie,Thriller,MX Player,7.3,Malayalam
Dil Rebirth 9,2020,TV Series,Action,Theatrical,6.1,Hindi
Sarkar Part 2 67,1995,Movie,"Action, Horror, Mystery",Netflix,7.8,Tamil
Kahaani Part 2 56,2002,TV Series,Mystery,MX Player,6.2,Hindi
Vikrama Rebirth 60,2007,Movie,"Drama, Comedy",MX Player,6.5,Kannada
Sankranti Rebirth 40,2016,TV Series,"Animation, Horror",MX Player,9.2,Kannada
Ladhai Returns 90,1992,TV Series,Sci-Fi,MX Player,7.3,Marathi
Lost in Rebirth 78,2002,TV Series,"Horror, Crime",MX Player,8.2,English
Orma Evolution 4,2008,TV Series,"Animation, Sci-Fi, Horror",Apple TV+,5.8,Malayalam
Snehithan Forever 39,2004,TV Series,Comedy,MX Player,8.6,Malayalam
Preethi Origin 85,2019,Movie,"Romance, Animation",HBO Max,9.0,Kannada
Katha Evolution 8,2022,Movie,"Fantasy, Biography, History",Disney+,8.2,Marathi
Singam Story 40,1994,TV Series,History,Netflix,6.5,Tamil
Drishyam Rebirth 40,2004,TV Series,"Mystery, Action, Animation",Amazon Prime,8.6,Malayalam
Nayakudu Returns 16,2016,TV Series,"Drama, Fantasy",Hulu,4.8,Telugu
Goshta Returns 17,2005,TV Series,Crime,Hulu,7.1,Marathi
Legacy of Part 2 57,2020,Movie,"Comedy, Action",Planet Marathi,9.4,English
Vetrimaran Story 98,2017,TV Series,"Romance, Animation, Mystery",HBO Max,7.0,Tamil
Empire of Legacy 52,2000,Movie,"Mystery, Horror, Fantasy",Apple TV+,5.6,English
Singam Rebirth 46,2020,TV Series,"Fantasy, Thriller",MX Player,4.3,Tamil
Puli Chronicles 12,1992,Movie,"Sci-Fi, Mystery",Hulu,4.6,Tamil
Ammayum Story 54,2015,TV Series,"Sci-Fi, Crime",Hulu,4.3,Malayalam
Sankranti Origin 64,2020,Movie,"Mystery, Romance, Animation",Theatrical,6.5,Kannada
Kahaani Forever 38,2022,TV Series,Fantasy,HBO Max,5.9,Hindi
Veeram Chronicles 73,2025,TV Series,Drama,Netflix,0.0,Tamil
Vikram Origin 88,2016,Movie,"Mystery, Thriller, Sci-Fi",Netflix,6.8,Telugu
Katha Forever 93,2000,Movie,Horror,Disney+,6.8,Malayalam
Premam Chronicles 74,2005,TV Series,"Biography, Drama, Sci-Fi",Disney+,7.4,Malayalam
Shadow of Story 80,2015,TV Series,"Mystery, Romance",Netflix,8.3,English
Asuran Returns 95,2020,Movie,Horror,MX Player,4.9,Tamil
Baba Part 1 2,2003,TV Series,"Animation, Biography, Drama",Disney+,9.1,Marathi
Veeram Story 40,2000,TV Series,"Comedy, History",Planet Marathi,4.7,Tamil
Legacy of Chronicles 42,2024,Movie,"History, Mystery",Apple TV+,4.3,English
Goshta Story 49,2021,Movie,"Sci-Fi, Comedy, Drama",Netflix,6.8,Marathi
Raja Story 76,2018,TV Series,"Romance, Horror",Planet Marathi,4.9,Kannada
Aai Story 20,2008,TV Series,Action,Apple TV+,6.9,Marathi
Vikrama Evolution 13,1992,Movie,Animation,HBO Max,5.7,Kannada
Veeram Returns 89,2026,Movie,"Horror, Biography, Drama",Hulu,0.0,Tamil
Drishyam Part 2 84,2006,TV Series,"Horror, Sci-Fi, Comedy",MX Player,6.0,Malayalam
Jung Chronicles 100,1990,TV Series,"Mystery, Sci-Fi, Fantasy",Disney+,9.4,Hindi
Vetrimaran Part 2 67,2009,Movie,"Fantasy, Animation",Apple TV+,6.7,Tamil
Simha Legacy 66,2016,TV Series,"Biography, History",Netflix,8.3,Kannada
Kahaani Story 32,2004,TV Series,"Drama, Action",Hulu,9.0,Hindi
Legacy of Legacy 52,1992,TV Series,Comedy,HBO Max,8.1,English
Vetrimaran Part 2 1,2023,Movie,Crime,SonyLIV,4.2,Tamil
Ammayum Story 82,2005,TV Series,"Horror, Comedy, Fantasy",Theatrical,8.2,Malayalam
Snehithan Part 1 75,2009,TV Series,"Thriller, Comedy",HBO Max,8.0,Malayalam
Veedu Evolution 49,2000,Movie,Drama,MX Player,4.7,Malayalam
Rise of Chronicles 80,2011,Movie,History,Amazon Prime,6.9,English
Pranayam Origin 33,1995,Movie,Action,Disney+,4.0,Malayalam
Yaara Forever 70,2025,TV Series,Comedy,Apple TV+,0.0,Hindi
Goshta Returns 8,1993,Movie,"Mystery, Crime, History",Disney+,4.7,Marathi
Dharma Returns 36,1992,TV Series,"Animation, Drama, Sci-Fi",Hulu,5.3,Telugu
Nayak Chronicles 45,2001,TV Series,"Romance, Biography, Sci-Fi",Apple TV+,7.9,Kannada
Asuran Chronicles 4,2008,TV Series,"Comedy, Sci-Fi, Crime",Theatrical,7.9,Tamil
Jung Origin 98,2017,TV Series,Comedy,MX Player,6.6,Hindi
Prem Part 1 74,2009,Movie,"Sci-Fi, History",HBO Max,9.3,Hindi
Puli Story 49,2026,Movie,"Comedy, Action",Theatrical,0.0,Tamil
Jung Story 52,2011,Movie,"Drama, Animation",Theatrical,7.1,Hindi
Sankranthi Returns 41,1996,Movie,"Horror, Sci-Fi",Planet Marathi,8.1,Telugu
Journey to Evolution 10,2026,TV Series,Thriller,Hulu,0.0,English
Secret Part 2 28,2009,TV Series,History,Planet Marathi,5.9,English
Anbu Evolution 4,2026,TV Series,"Mystery, Crime, Sci-Fi",SonyLIV,0.0,Tamil
Mauli Part 2 74,2009,Movie,"Thriller, Sci-Fi, Drama",Hulu,5.9,Marathi
Lost in Part 1 8,2014,TV Series,Thriller,Netflix,9.1,English
Achanum Legacy 28,2025,TV Series,Romance,SonyLIV,0.0,Malayalam
Dost Evolution 49,2014,Movie,"Action, Animation",Hulu,4.9,Hindi
Vikram Story 9,1990,Movie,"Comedy, History, Sci-Fi",SonyLIV,4.8,Telugu
Raja Returns 78,2005,TV Series,"Biography, Action, Thriller",Apple TV+,7.6,Kannada
Vikram Rebirth 15,2003,TV Series,"Fantasy, Mystery",Netflix,6.8,Telugu
Nayakan Origin 42,1992,Movie,Horror,Theatrical,7.2,Tamil
Nayakudu Part 2 42,2007,TV Series,"Fantasy, Romance, Mystery",Netflix,4.8,Telugu
Journey to Rebirth 2,2001,Movie,"Mystery, Biography, Fantasy",Apple TV+,4.2,English
Aai Origin 47,1991,TV Series,"Animation, Action",Disney+,4.1,Marathi
Dharma Part 2 91,1994,TV Series,Horror,HBO Max,9.5,Telugu
Premachi Evolution 6,2010,Movie,Romance,Theatrical,9.1,Marathi
Achanum Origin 77,2009,TV Series,"Drama, Romance, Horror",SonyLIV,4.2,Malayalam
Ladhai Part 2 8,1990,Movie,"Crime, Horror, Thriller",Hulu,7.7,Marathi
Raja Rebirth 77,1994,TV Series,"Romance, Fantasy, Biography",Disney+,5.6,Kannada
Vetrimaran Part 2 31,2024,TV Series,"History, Biography",Apple TV+,6.8,Tamil
Dharma Forever 2,2020,TV Series,"Romance, Action, Mystery",Theatrical,5.5,Telugu
Vetrimaran Chronicles 30,1999,Movie,"Horror, Animation",Amazon Prime,7.7,Tamil
Kadhal Returns 28,2016,TV Series,"Crime, Mystery",Theatrical,8.8,Tamil
Yathra Rebirth 33,1999,Movie,"History, Comedy, Horror",Theatrical,6.2,Malayalam
Simham Rebirth 38,2026,TV Series,"Sci-Fi, Mystery",Hulu,0.0,Telugu
Apna Returns 10,2015,Movie,"Drama, Crime, History",MX Player,4.1,Hindi
Shadow of Forever 82,2005,Movie,"Biography, Action",Apple TV+,7.0,English
Yathra Story 76,2003,TV Series,"Sci-Fi, Biography, Mystery",Amazon Prime,4.1,Malayalam
Pranayam Evolution 80,2010,TV Series,"Fantasy, Thriller",Apple TV+,7.2,Malayalam
Veedu Chronicles 93,2015,TV Series,Crime,SonyLIV,8.8,Malayalam
Raja Returns 75,2019,Movie,"Biography, Crime, Comedy",HBO Max,8.5,Kannada
Singam Legacy 34,2012,Movie,"Sci-Fi, Horror, Drama",Theatrical,6.1,Tamil
Mauli Part 2 79,2010,Movie,Biography,Planet Marathi,8.5,Marathi
Journey to Origin 29,2008,Movie,"Animation, Thriller, Fantasy",Amazon Prime,5.8,English
Vetrimaran Returns 16,2009,Movie,"Fantasy, Animation, Drama",Disney+,6.8,Tamil
Kahaani Forever 92,2010,Movie,"Romance, Fantasy",Planet Marathi,6.0,Hindi
Baahubali Returns 74,2026,TV Series,"Fantasy, History",Apple TV+,0.0,Telugu
Simha Legacy 17,2021,TV Series,Animation,Disney+,5.3,Kannada
Premachi Evolution 67,1990,Movie,Fantasy,Netflix,4.6,Marathi
Journey to Origin 44,2000,Movie,"Romance, Thriller, Animation",Hulu,7.5,English
Dharma Part 1 52,2007,Movie,"Horror, Crime",Hulu,4.8,Kannada
Vetrimaran Part 2 74,2003,TV Series,"Biography, Horror, Mystery",Theatrical,7.4,Tamil
The Last Forever 45,2008,TV Series,Drama,Apple TV+,5.6,English
Apna Part 2 11,2006,Movie,Thriller,Netflix,5.3,Hindi
Premam Evolution 12,2000,TV Series,"Comedy, History",Hulu,4.5,Malayalam
Rise of Origin 70,2021,TV Series,Biography,SonyLIV,8.5,English
Preethi Part 2 22,2007,Movie,"Romance, Thriller",Hulu,8.7,Kannada
Kahaani Chronicles 9,2020,Movie,"Mystery, Action, Animation",SonyLIV,4.8,Hindi
Dil Forever 42,2026,TV Series,"History, Biography, Horror",Hulu,0.0,Hindi
Preethi Origin 22,1996,TV Series,Sci-Fi,Theatrical,8.1,Kannada
Prema Rebirth 85,2007,TV Series,"Mystery, Horror, Drama",HBO Max,7.9,Telugu
Puli Forever 17,2026,TV Series,Drama,Planet Marathi,0.0,Tamil
Veeram Rebirth 24,2014,Movie,"Animation, Comedy, Thriller",Amazon Prime,9.5,Tamil
Puli Forever 1,2016,Movie,"Horror, Biography",Planet Marathi,4.9,Tamil
Yathra Returns 55,2025,TV Series,"Sci-Fi, Biography",Amazon Prime,0.0,Malayalam
Rise of Part 2 20,2018,TV Series,"Drama, Sci-Fi, Crime",MX Player,4.1,English
Dharma Part 2 76,2021,Movie,"Action, Thriller, Comedy",SonyLIV,6.8,Telugu
Ammayum Chronicles 80,2024,TV Series,"History, Action, Fantasy",HBO Max,5.1,Malayalam
Nayakan Evolution 96,1997,TV Series,"Sci-Fi, Horror",SonyLIV,6.1,Tamil
Pranayam Part 1 81,2008,TV Series,"Crime, History, Drama",HBO Max,8.5,Malayalam
War for Origin 49,2012,Movie,"Animation, Horror, History",Theatrical,8.1,English
Ladhai Chronicles 63,2001,TV Series,"Fantasy, Drama, Action",Netflix,8.0,Marathi
Baba Chronicles 54,2017,Movie,"Thriller, Fantasy",Hulu,4.8,Marathi
Jung Story 63,2023,TV Series,Biography,Planet Marathi,7.7,Hindi
Veeram Rebirth 34,2008,TV Series,Sci-Fi,Amazon Prime,9.0,Tamil
Kantara Story 9,2023,TV Series,Drama,Hulu,5.5,Kannada
Yuddham Evolution 22,1993,Movie,"Thriller, Sci-Fi",SonyLIV,6.7,Telugu
Safar Origin 87,2013,Movie,"Action, Fantasy, Drama",Planet Marathi,5.1,Hindi
Achanum Chronicles 58,2024,TV Series,"Animation, History",Netflix,5.5,Malayalam
Safar Evolution 70,2001,TV Series,"Biography, Crime, Drama",Amazon Prime,8.2,Hindi
Veeram Evolution 99,1999,Movie,"Animation, Romance",Apple TV+,9.4,Tamil
Goshta Chronicles 23,2009,TV Series,History,MX Player,6.3,Marathi
Pushpa Legacy 68,2025,Movie,Thriller,Disney+,0.0,Telugu
Secret Rebirth 96,2019,Movie,Sci-Fi,HBO Max,8.7,English
Kantara Rebirth 4,2014,TV Series,History,Planet Marathi,4.3,Kannada
Snehithan Part 2 1,2008,Movie,"Thriller, Mystery",MX Player,8.4,Malayalam
Dil Story 21,2006,Movie,"Sci-Fi, Biography, Crime",Apple TV+,7.3,Hindi
Thalaiva Forever 26,2011,TV Series,"Romance, Animation, Drama",MX Player,5.4,Tamil
The Shawshank Redemption,1994,Movie,Drama,Theatrical,9.3,English
KGF Forever 68,2017,TV Series,"Fantasy, Drama, Action",Hulu,5.0,Kannada
Nayak Returns 66,2003,Movie,"Action, Horror",Amazon Prime,6.8,Kannada
Veedu Story 76,2025,Movie,"Thriller, Comedy, History",Theatrical,0.0,Malayalam
Baahubali Origin 26,2006,TV Series,"Mystery, Thriller, Action",Amazon Prime,4.3,Telugu
Secret Forever 15,1998,Movie,"Biography, Comedy",HBO Max,6.6,English
Yuddha Part 1 73,2004,Movie,Animation,Planet Marathi,5.6,Kannada
Raaz Forever 32,2010,Movie,Thriller,Planet Marathi,6.4,Hindi
Dharma Forever 72,2001,TV Series,"Sci-Fi, Animation",HBO Max,7.9,Kannada
Prem Legacy 95,1998,TV Series,Comedy,Netflix,8.5,Hindi
KGF Part 2 60,2026,Movie,History,Apple TV+,0.0,Kannada
Safar Story 51,1994,TV Series,"Thriller, Romance",MX Player,7.0,Hindi
Singam Part 2 3,2014,TV Series,"Fantasy, Sci-Fi",SonyLIV,5.9,Tamil
War for Part 1 59,2021,TV Series,"History, Fantasy",Disney+,6.6,English
Prem Story 88,2015,TV Series,"Comedy, Horror",Disney+,9.4,Hindi
Nayakan Forever 64,2023,Movie,Thriller,Apple TV+,6.4,Tamil
Vetrimaran Story 16,2017,TV Series,"Drama, Crime, Animation",Theatrical,6.3,Tamil
Nayakudu Chronicles 29,2001,Movie,Mystery,Netflix,6.1,Telugu
Sankranti Returns 92,1997,Movie,"Horror, Drama, Biography",Amazon Prime,8.5,Kannada
Vat Part 1 70,2012,TV Series,"Mystery, History",Netflix,8.2,Marathi
Swapna Part 1 71,2005,TV Series,"Comedy, Horror",HBO Max,5.6,Marathi
Kadhal Rebirth 57,2013,TV Series,"Thriller, Sci-Fi, Mystery",Hulu,4.4,Tamil
Pranayam Chronicles 25,2006,Movie,"Thriller, Sci-Fi, Horror",Hulu,6.1,Malayalam
Yaara Rebirth 20,1994,Movie,Mystery,SonyLIV,7.7,Hindi
Journey to Origin 78,2021,TV Series,"Animation, Action, Romance",MX Player,7.4,English
Legacy of Legacy 46,2004,TV Series,"Fantasy, Biography, Horror",HBO Max,8.3,English
Vikrama Origin 75,1993,Movie,"History, Drama",Amazon Prime,6.5,Kannada
Baahubali Legacy 17,2003,Movie,"Horror, Thriller",MX Player,7.0,Telugu
Premam Rebirth 59,2001,TV Series,Mystery,Apple TV+,5.3,Malayalam
Kadhal Forever 76,2016,Movie,"History, Horror",HBO Max,7.8,Tamil
Apna Origin 26,1997,TV Series,History,SonyLIV,8.1,Hindi
Ladhai Forever 42,2013,Movie,Mystery,SonyLIV,6.6,Marathi
Orma Part 1 73,2019,TV Series,Drama,Disney+,6.6,Malayalam
Katha Part 1 85,1995,TV Series,Comedy,MX Player,8.8,Malayalam
Rise of Evolution 38,2017,TV Series,Crime,MX Player,5.9,English
Simha Forever 32,2003,Movie,"Drama, Comedy, Mystery",Apple TV+,7.2,Kannada
Pushpa Legacy 96,2020,Movie,"History, Animation, Romance",Disney+,6.6,Telugu
Thalaiva Legacy 46,2008,TV Series,Horror,MX Player,5.1,Tamil
Zindagi Returns 73,2013,TV Series,"Romance, Comedy, Drama",Netflix,6.6,Hindi
Journey to Origin 54,2015,Movie,"Fantasy, Sci-Fi",Planet Marathi,8.6,English
Maitri Forever 79,2011,TV Series,"Crime, Mystery",Hulu,8.5,Marathi
Yathra Evolution 63,1992,Movie,Crime,Hulu,6.0,Malayalam
Secret Chronicles 10,2025,Movie,"Horror, Crime, Sci-Fi",Theatrical,0.0,English
Kantara Evolution 82,2001,Movie,Comedy,Disney+,6.4,Kannada
Dharma Part 2 32,2023,Movie,"Action, Animation, Horror",Disney+,7.6,Kannada
Rise of Part 1 58,1999,Movie,"Romance, Horror, Animation",Amazon Prime,9.1,English
Baahubali Rebirth 78,2014,Movie,"Romance, Fantasy, Action",SonyLIV,8.6,Telugu
Baahubali Legacy 30,1993,Movie,Crime,SonyLIV,9.2,Telugu
Orma Returns 19,2000,Movie,"Action, Fantasy",Hulu,7.0,Malayalam
Shadow of Chronicles 40,2001,TV Series,Sci-Fi,Netflix,7.4,English
Yuddham Legacy 5,2001,TV Series,"Thriller, Romance, Drama",Netflix,9.1,Telugu
Simha Story 72,1995,TV Series,"Sci-Fi, Horror, History",Hulu,7.9,Kannada
Vat Part 2 4,2005,TV Series,Crime,Amazon Prime,6.5,Marathi
Safar Legacy 57,1992,Movie,Comedy,MX Player,5.1,Hindi
Vat Chronicles 96,2017,TV Series,Comedy,Theatrical,8.2,Marathi
Maitri Story 91,2000,Movie,"Thriller, Comedy",Disney+,5.4,Marathi
Pranayam Forever 16,2026,Movie,Thriller,Netflix,0.0,Malayalam
Sarkar Part 1 12,2025,Movie,"Romance, Crime",Disney+,0.0,Tamil
Katha Story 31,2016,Movie,History,SonyLIV,6.2,Malayalam
Sarkar Returns 39,2014,Movie,Biography,Disney+,7.2,Tamil
Raju Evolution 36,1995,Movie,Horror,Netflix,4.8,Telugu
Journey to Evolution 12,1992,Movie,"Comedy, Horror, Romance",HBO Max,4.2,English
Shadow of Story 72,2000,Movie,"Comedy, Romance, Mystery",Theatrical,6.2,English
Sankranti Part 1 33,2024,TV Series,Romance,HBO Max,9.4,Kannada
Lost in Returns 28,2003,Movie,"Fantasy, Animation, History",Hulu,9.1,English
Kadhal Origin 27,2007,Movie,"Fantasy, Comedy, Romance",Netflix,7.4,Tamil
Anbu Story 21,1991,Movie,"Animation, Horror",Theatrical,7.0,Tamil
Vikram Legacy 51,2009,TV Series,"Animation, Drama",Disney+,4.8,Telugu
Prem Chronicles 21,1998,TV Series,"Biography, Drama",Hulu,4.1,Hindi
Asuran Story 36,2022,TV Series,Biography,Amazon Prime,7.3,Tamil
Journey to Chronicles 57,1992,Movie,"Comedy, Horror",Theatrical,8.6,English
Raaz Forever 57,2001,Movie,Biography,Netflix,6.8,Hindi
Premam Story 91,1999,TV Series,"Romance, Fantasy",Planet Marathi,7.0,Malayalam
Anbu Forever 14,2012,Movie,"History, Comedy",Hulu,6.7,Tamil
Dil Part 2 74,2015,TV Series,"Biography, Animation, Thriller",Hulu,7.7,Hindi
War for Evolution 99,2005,Movie,"Action, Romance",Theatrical,4.3,English
The Last Part 1 44,2000,TV Series,"Crime, Romance, Animation",MX Player,5.3,English
Katha Origin 68,1993,Movie,Horror,Disney+,8.8,Marathi
Prema Story 70,2015,Movie,"Mystery, Biography",Netflix,8.7,Telugu
Premam Legacy 77,2009,TV Series,"Animation, Thriller",Theatrical,9.0,Malayalam
Prema Evolution 86,1997,Movie,"Mystery, Animation, Comedy",Netflix,7.8,Telugu
Nayak Story 92,2025,Movie,Fantasy,Apple TV+,0.0,Kannada
